date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:06:30	53775/53775	---M--	200	added ('OK')	image/jpeg	etag:%22a48849d359b3d41:0%22	https://conference.ifas.ufl.edu/forestsat/images/cade_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/cade_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
12:06:30	76053/76053	---M--	200	added ('OK')	image/jpeg	etag:%22648bc1fd57b3d41:0%22	https://conference.ifas.ufl.edu/forestsat/images/fmnh_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/fmnh_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
12:06:30	67857/67857	---M--	200	added ('OK')	image/jpeg	etag:%225bede3958b3d41:0%22	https://conference.ifas.ufl.edu/forestsat/images/bathouse_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/bathouse_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
12:06:31	82175/82175	---M--	200	added ('OK')	image/jpeg	etag:%223cd2f79058b3d41:0%22	https://conference.ifas.ufl.edu/forestsat/images/devils_thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/devils_thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/things-to-do.php)
12:06:31	2475/2475	---M--	200	added ('OK')	image/png	etag:%227c37c2e1aae9da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/plan-your-visit.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/plan-your-visit.png	(from https://conference.ifas.ufl.edu/forestsat/visiting-florida.php)
12:06:31	110644/110644	---M--	200	added ('OK')	image/jpeg	etag:%22fa661644dee8da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/electric-outlet.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/electric-outlet.jpg	(from https://conference.ifas.ufl.edu/forestsat/electricity-usa.php)
12:06:32	25965/25965	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:31%20GMT	https://conference.ifas.ufl.edu/forestsat/digital-exhibit-booth.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/digital-exhibit-booth.html	(from https://conference.ifas.ufl.edu/forestsat/sponsorship-opportunities.php)
12:06:32	22308/22308	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Jun%202025%2016:06:31%20GMT	https://conference.ifas.ufl.edu/forestsat/sponsor-form.php	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/sponsor-form.html	(from https://conference.ifas.ufl.edu/forestsat/sponsorship-opportunities.php)
12:06:32	26463/26463	---M--	200	added ('OK')	image/jpeg	etag:%22fd493d6a1de5da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/ppt-thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/ppt-thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/publicity-toolbox.php)
12:06:33	419300/419300	---M--	200	added ('OK')	application/pdf	etag:%22259c427fc6ecda1:0%22	https://conference.ifas.ufl.edu/forestsat/publicity/ForestSAT-2026-Postcard.pdf	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/publicity/ForestSAT-2026-Postcard.pdf	(from https://conference.ifas.ufl.edu/forestsat/publicity-toolbox.php)
12:06:33	30225/30225	---M--	200	added ('OK')	image/jpeg	etag:%2286db8921de5da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/postcard-thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/postcard-thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/publicity-toolbox.php)
12:06:33	207564/207564	---M--	200	added ('OK')	image/png	etag:%22c8bb97c31fe5da1:0%22	https://conference.ifas.ufl.edu/forestsat/publicity/ForestSAT-2026-logo-horizontal.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/publicity/ForestSAT-2026-logo-horizontal.png	(from https://conference.ifas.ufl.edu/forestsat/publicity-toolbox.php)
12:06:33	6514063/6514063	---M--	200	added ('OK')	application/pdf	etag:%22333db99dede1db1:0%22	https://conference.ifas.ufl.edu/forestsat/documents/ForestSAT-2026-Sponsorship-Prospectus.pdf	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/documents/ForestSAT-2026-Sponsorship-Prospectus.pdf	(from https://conference.ifas.ufl.edu/forestsat/sponsorship-opportunities.php)
12:06:33	16112/16112	---M--	200	added ('OK')	image/jpeg	etag:%22ec44d7281fe5da1:0%22	https://conference.ifas.ufl.edu/forestsat/images/logo-thumb.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/logo-thumb.jpg	(from https://conference.ifas.ufl.edu/forestsat/publicity-toolbox.php)
12:06:34	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css)
12:06:34	9069/9069	---M--	200	added ('OK')	image/png	etag:%22cffab1d21674db1:0%22	https://conference.ifas.ufl.edu/forestsat/images/XYZ-Company.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/XYZ-Company.png	(from https://conference.ifas.ufl.edu/forestsat/digital-exhibit-booth.php)
12:06:34	5170/5170	---M--	200	added ('OK')	image/png	etag:%2279dc30dd1674db1:0%22	https://conference.ifas.ufl.edu/forestsat/images/XYZ-Video.png	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/XYZ-Video.png	(from https://conference.ifas.ufl.edu/forestsat/digital-exhibit-booth.php)
12:06:34	4383/4383	---M--	200	added ('OK')	image/jpeg	etag:%22bde397e31674db1:0%22	https://conference.ifas.ufl.edu/forestsat/images/Joe-Salesrep.jpg	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/images/Joe-Salesrep.jpg	(from https://conference.ifas.ufl.edu/forestsat/digital-exhibit-booth.php)
12:06:35	3115248/3115248	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%223b6a593dc7ecda1:0%22	https://conference.ifas.ufl.edu/forestsat/publicity/ForestSAT-2026-PPT-Plug.pptx	C:/My%20Web%20Sites/ForestSAT_site/conference.ifas.ufl.edu/forestsat/publicity/ForestSAT-2026-PPT-Plug.pptx	(from https://conference.ifas.ufl.edu/forestsat/publicity-toolbox.php)
